transcript	gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
TCONS_00040409	XLOC_019891	-	Pre	Post	3.04	UP	18.36	0.726658	
TCONS_00052393	XLOC_025352	-	Pre	Post	1.42	UP	18.36	0.905864	
TCONS_00058457	XLOC_028074	-	Pre	Post	1.34	UP	18.36	0.868588	
CUFF.16754.2	CGI_10009290	.	Pre	Post	2.33	UP	18.35	0.888718	
EKC25301	CGI_10019688	.	Pre	Post	2.00	DOWN	18.35	0.785394	
EKC35609	CGI_10016607	.	Pre	Post	1.50	UP	18.34	0.881271	
EKC39184	CGI_10024587	.	Pre	Post	1.47	DOWN	18.34	0.726658	
TCONS_00028072	XLOC_013925	CGI_10013936	Pre	Post	8.33	UP	18.34	0.627257	
TCONS_00059390	XLOC_028505	CGI_10027512	Pre	Post	2.40	DOWN	18.34	0.243993	
CUFF.11335.1	CGI_10019614	.	Pre	Post	4.05	UP	18.33	0.074724	
CUFF.4889.7	CGI_10007582	.	Pre	Post	4.13	UP	18.33	0.714281	
CUFF.15853.1	CGI_10023534	.	Pre	Post	1.90	UP	18.32	0.499583	
TCONS_00066756	XLOC_031884	-	Pre	Post	3.20	UP	18.32	0.714254	
CUFF.19143.1	CGI_10007029	.	Pre	Post	2.47	UP	18.31	0.694245	
EKC19130	CGI_10009670	.	Pre	Post	1.68	UP	18.31	0.773205	
TCONS_00050223	XLOC_024381	-	Pre	Post	1.16	UP	18.31	0.897787	
TCONS_00052747	XLOC_025498	-	Pre	Post	1.45	DOWN	18.31	0.726658	
TCONS_00073499	XLOC_034999	-	Pre	Post	2.76	DOWN	18.31	0.763552	
CUFF.11374.3	CGI_10012126	.	Pre	Post	1.58	UP	18.30	0.737411	
CUFF.11594.2	CGI_10013624	.	Pre	Post	1.61	UP	18.30	0.831577	
CUFF.27624.1	CGI_10007490	.	Pre	Post	1.74	UP	18.30	0.719755	
EKC23231	CGI_10020909	.	Pre	Post	3.40	DOWN	18.30	0.726658	
EKC32516	CGI_10007014	.	Pre	Post	1.56	DOWN	18.30	0.847988	
CUFF.3574.1	CGI_10025483	.	Pre	Post	1.15	DOWN	18.29	0.8912	
TCONS_00034006	XLOC_016552	-	Pre	Post	4.14	DOWN	18.29	0.249533	
TCONS_00036156	XLOC_017645	-	Pre	Post	6.07	DOWN	18.29	0.227269	
CUFF.1599.2	CGI_10028473	.	Pre	Post	4.78	DOWN	18.28	0.714254	
CUFF.1823.3	CGI_10019713	.	Pre	Post	1.87	UP	18.28	0.714254	
TCONS_00021954	XLOC_011074	-	Pre	Post	4.83	UP	18.28	0.672074	
CUFF.11493.1	CGI_10019638	.	Pre	Post	1.43	UP	18.27	0.875536	
CUFF.19268.4	CGI_10007304	.	Pre	Post	2.47	DOWN	18.27	0.671039	
EKC20898	CGI_10005060	.	Pre	Post	1.74	UP	18.27	0.758716	
TCONS_00027713	XLOC_013769	-	Pre	Post	1.21	UP	18.27	0.930816	
TCONS_00052334	XLOC_025327	-	Pre	Post	9.73	UP	18.27	0.314162	
TCONS_00063924	XLOC_030562	CGI_10026858	Pre	Post	2.63	DOWN	18.27	0.800806	
CUFF.22481.8	CGI_10020245	.	Pre	Post	1.48	DOWN	18.26	0.908626	
CUFF.28349.2	CGI_10010740	.	Pre	Post	1.62	DOWN	18.26	0.828067	
CUFF.6822.1	CGI_10028619	.	Pre	Post	3.18	DOWN	18.26	0.632646	
CUFF.14324.1	CGI_10028098	.	Pre	Post	8.25	DOWN	18.25	0.726658	
CUFF.17227.1	CGI_10004196	.	Pre	Post	2.00	DOWN	18.25	0.729948	
CUFF.17464.10	CGI_10004454	.	Pre	Post	1.87	DOWN	18.25	0.771481	
CUFF.18045.2	CGI_10005387	.	Pre	Post	1.25	DOWN	18.25	0.918445	
CUFF.22878.7	CGI_10019276	.	Pre	Post	1.04	DOWN	18.25	0.975248	
EKC30072	CGI_10006500	.	Pre	Post	1.09	UP	18.25	0.977212	
TCONS_00012223	XLOC_006331	CGI_10027732	Pre	Post	2.06	DOWN	18.25	0.726658	
TCONS_00032312	XLOC_015726	-	Pre	Post	5.89	UP	18.25	0.759708	
CUFF.20250.1	CGI_10009633	.	Pre	Post	1.94	UP	18.24	0.706066	
CUFF.24113.8	CGI_10011269	.	Pre	Post	3.58	UP	18.24	0.561327	
EKC42000	CGI_10028183	.	Pre	Post	6.82	DOWN	18.24	0.0419165	
CUFF.11259.1	CGI_10012011	.	Pre	Post	2.14	DOWN	18.23	0.709557	
CUFF.25290.6	CGI_10021428	.	Pre	Post	10.79	UP	18.23	0.747801	
CUFF.2851.15	CGI_10010649	.	Pre	Post	3.15	UP	18.23	0.753282	
EKC38528	CGI_10017085	.	Pre	Post	2.04	UP	18.23	0.714254	
CUFF.1082.1	CGI_10001716	.	Pre	Post	1.18	DOWN	18.22	0.883964	
EKC27098	CGI_10014919	.	Pre	Post	2.64	UP	18.22	0.764184	
CUFF.15421.1	CGI_10002224	.	Pre	Post	1.84	DOWN	18.21	0.770555	
CUFF.24581.3	CGI_10016263	.	Pre	Post	1.61	UP	18.21	0.7286	
EKC23012	CGI_10000918	.	Pre	Post	1.07	UP	18.21	0.954475	
EKC30600	CGI_10012959	.	Pre	Post	3.55	UP	18.21	0.714254	
CUFF.24228.1	CGI_10016381	.	Pre	Post	1.41	DOWN	18.20	0.880784	
CUFF.11419.4	CGI_10008850	.	Pre	Post	1.24	UP	18.19	0.926921	
CUFF.17710.4	CGI_10004811	.	Pre	Post	152.38	DOWN	18.19	0.726658	
CUFF.21907.1	CGI_10010325	.	Pre	Post	2.06	UP	18.19	0.746622	
CUFF.23574.1	CGI_10009325	.	Pre	Post	5.00	DOWN	18.19	0.714254	
CUFF.3411.2	CGI_10003913	.	Pre	Post	1.08	DOWN	18.19	0.947786	
EKC29350	CGI_10010430	.	Pre	Post	2.06	UP	18.19	0.773349	
CUFF.10475.1	CGI_10006244	.	Pre	Post	1.93	DOWN	18.18	0.726658	
EKC24397	CGI_10014042	.	Pre	Post	2.68	DOWN	18.18	0.628157	
TCONS_00048088	XLOC_023482	-	Pre	Post	9.55	UP	18.18	0.726658	
CUFF.11913.7	CGI_10023580	.	Pre	Post	1.80	UP	18.17	0.846286	
CUFF.21462.1	CGI_10014660	.	Pre	Post	2.06	UP	18.17	0.846089	
CUFF.5286.6	CGI_10014348	.	Pre	Post	2.09	UP	18.17	0.714254	
CUFF.5301.3	CGI_10015785	.	Pre	Post	3.24	UP	18.17	0.714254	
CUFF.11526.1	CGI_10020907	.	Pre	Post	8.27	DOWN	18.16	0.627257	
CUFF.17287.1	CGI_10023856	.	Pre	Post	9.53	DOWN	18.16	0.0874223	
CUFF.5426.2	CGI_10008089	.	Pre	Post	2.94	UP	18.16	0.299915	
CUFF.8148.3	CGI_10023372	.	Pre	Post	2.30	DOWN	18.16	0.726658	
CUFF.9524.7	CGI_10008972	.	Pre	Post	1.79	DOWN	18.16	0.726658	
CUFF.10712.3	CGI_10014797	.	Pre	Post	3.77	UP	18.15	0.726053	
CUFF.15450.1	CGI_10009708	.	Pre	Post	1.18	DOWN	18.15	0.873887	
EKC33828	CGI_10014725	.	Pre	Post	1.70	DOWN	18.15	0.714254	
TCONS_00034502	XLOC_016788	-	Pre	Post	3.54	UP	18.15	0.40647	
TCONS_00074908	XLOC_035649	-	Pre	Post	1.45	DOWN	18.15	0.778098	
CUFF.14917.6	CGI_10001711	.	Pre	Post	3.36	DOWN	18.14	0.751949	
CUFF.9524.8	CGI_10008972	.	Pre	Post	3.01	UP	18.14	0.72792	
TCONS_00007150	XLOC_003979	CGI_10013960	Pre	Post	3.62	DOWN	18.14	0.72918	
TCONS_00013117	XLOC_006764	-	Pre	Post	2.01	UP	18.14	0.773987	
CUFF.15245.4	CGI_10018696	.	Pre	Post	1.33	UP	18.13	0.895567	
EKC32828	CGI_10011647	.	Pre	Post	32.87	UP	18.13	0.714254	
CUFF.6870.5	CGI_10028695	.	Pre	Post	5.19	DOWN	18.12	0.453659	
CUFF.10430.5	CGI_10011293	.	Pre	Post	1.89	DOWN	18.11	0.746199	
CUFF.10750.1	CGI_10006616	.	Pre	Post	2.27	DOWN	18.11	0.714254	
CUFF.13419.1	CGI_10010343	.	Pre	Post	1.87	DOWN	18.11	0.722537	
EKC19681	CGI_10007927	.	Pre	Post	2.34	DOWN	18.11	0.761684	
EKC41131	CGI_10022892	.	Pre	Post	3.04	DOWN	18.11	0.721924	
TCONS_00033621	XLOC_016381	-	Pre	Post	1.02	UP	18.11	0.981279	
TCONS_00074971	XLOC_035684	-	Pre	Post	1.11	UP	18.11	0.967076	
CUFF.11486.2	CGI_10019634	.	Pre	Post	1.80	DOWN	18.10	0.747621	
CUFF.1294.2	CGI_10028762	.	Pre	Post	3.88	DOWN	18.10	0.761165	
CUFF.22378.2	CGI_10024136	.	Pre	Post	1.54	UP	18.10	0.7234	
CUFF.5765.1	CGI_10000502	.	Pre	Post	4.14	DOWN	18.10	0.726658	
CUFF.15729.4	CGI_10002592	.	Pre	Post	1.60	DOWN	18.09	0.726658	
CUFF.23426.1	CGI_10022543	.	Pre	Post	1.40	DOWN	18.09	0.726658	
CUFF.16051.2	CGI_10002910	.	Pre	Post	1.05	UP	18.08	0.955975	
CUFF.6204.3	CGI_10005223	.	Pre	Post	2.31	UP	18.08	0.807761	
EKC43184	CGI_10027282	.	Pre	Post	1.80	DOWN	18.08	0.779986	
TCONS_00055417	XLOC_026691	CGI_10013101	Pre	Post	5.10	DOWN	18.08	0.594239	
CUFF.27944.2	CGI_10013140	.	Pre	Post	1.36	UP	18.07	0.946222	
CUFF.8360.2	CGI_10013423	.	Pre	Post	1.57	UP	18.07	0.768237	
TCONS_00008841	XLOC_004762	-	Pre	Post	1.95	UP	18.07	0.726658	
TCONS_00025984	XLOC_012996	CGI_10002546	Pre	Post	2.62	UP	18.07	0.826214	
TCONS_00070801	XLOC_033734	-	Pre	Post	130.94	UP	18.07	0.714254	
CUFF.1155.3	CGI_10026441	.	Pre	Post	5.04	DOWN	18.06	0.498104	
EKC26759	CGI_10028298	.	Pre	Post	6.14	DOWN	18.06	0.717614	
EKC31687	CGI_10020034	.	Pre	Post	1.68	DOWN	18.06	0.808551	
TCONS_00000476	XLOC_000443	-	Pre	Post	7.08	UP	18.06	0.748228	
TCONS_00072461	XLOC_034526	-	Pre	Post	1.40	DOWN	18.06	0.846286	
CUFF.20244.1	CGI_10009617	.	Pre	Post	2.50	UP	18.05	0.169098	
EKC37491	CGI_10018106	.	Pre	Post	1.45	UP	18.05	0.761684	
CUFF.4484.1	CGI_10018064	.	Pre	Post	1.53	UP	18.04	0.735877	
CUFF.5042.2	CGI_10023777	.	Pre	Post	1.29	UP	18.04	0.899871	
CUFF.5042.3	CGI_10023777	.	Pre	Post	1.29	UP	18.04	0.902953	
TCONS_00048117	XLOC_023493	-	Pre	Post	1.08	UP	18.04	0.931121	
TCONS_00065937	XLOC_031494	-	Pre	Post	1.28	UP	18.04	0.905089	
CUFF.11201.1	CGI_10007960	.	Pre	Post	2.29	UP	18.03	0.590983	
CUFF.1332.2	CGI_10028797	.	Pre	Post	1.64	DOWN	18.03	0.886287	
CUFF.24853.1	CGI_10017270	.	Pre	Post	6.61	DOWN	18.03	0.726658	
CUFF.26524.2	CGI_10013631	.	Pre	Post	1.19	UP	18.03	0.952375	
TCONS_00014852	XLOC_007640	-	Pre	Post	2.68	UP	18.03	0.412476	
EKC18123	CGI_10015014	.	Pre	Post	1.85	DOWN	18.02	0.856614	
TCONS_00030844	XLOC_015069	-	Pre	Post	1.16	DOWN	18.02	0.956364	
CUFF.14577.1	CGI_10022967	.	Pre	Post	1.82	UP	18.01	0.726658	
EKC22107	CGI_10002780	.	Pre	Post	1.70	UP	18.01	0.726658	
TCONS_00046968	XLOC_022987	-	Pre	Post	7.84	DOWN	18.01	0.652667	
TCONS_00050509	XLOC_024516	-	Pre	Post	1.03	UP	18.01	0.972477	
TCONS_00061410	XLOC_029417	CGI_10020992	Pre	Post	1.91	UP	18.01	0.818411	
TCONS_00066004	XLOC_031519	-	Pre	Post	2.87	UP	18.01	0.475673	
CUFF.13363.2	CGI_10020688	.	Pre	Post	1.91	DOWN	18.00	0.738784	
CUFF.26668.9	CGI_10011684	.	Pre	Post	2.89	DOWN	18.00	0.726658	
TCONS_00000958	XLOC_000841	-	Pre	Post	1.01	UP	18.00	0.991587	
TCONS_00016145	XLOC_008315	-	Pre	Post	2.84	UP	18.00	0.755865	
TCONS_00038184	XLOC_018737	-	Pre	Post	2.50	UP	18.00	0.726658	
TCONS_00045248	XLOC_022179	-	Pre	Post	2.68	UP	18.00	0.170836	
CUFF.18889.2	CGI_10006695	.	Pre	Post	1.75	UP	17.98	0.763014	
CUFF.21688.6	CGI_10017711	.	Pre	Post	1.85	DOWN	17.98	0.788184	
CUFF.27330.4	CGI_10011233	.	Pre	Post	3.05	UP	17.98	0.124292	
CUFF.5276.4	CGI_10014337	.	Pre	Post	2.49	UP	17.98	0.749008	
EKC40426	CGI_10021306	.	Pre	Post	1.31	DOWN	17.98	0.953691	
TCONS_00052430	XLOC_025366	CGI_10009117	Pre	Post	1.04	DOWN	17.98	0.986456	
CUFF.15686.2	CGI_10002505	.	Pre	Post	1.48	DOWN	17.97	0.874974	
CUFF.18244.1	CGI_10005762	.	Pre	Post	1.70	UP	17.97	0.735473	
CUFF.24665.1	CGI_10025772	.	Pre	Post	1.25	UP	17.97	0.886303	
CUFF.6008.3	CGI_10013791	.	Pre	Post	1.32	UP	17.97	0.862297	
TCONS_00009775	XLOC_005192	CGI_10009998	Pre	Post	1.40	DOWN	17.97	0.940742	
TCONS_00021662	XLOC_010946	-	Pre	Post	1.02	UP	17.97	0.978192	
CUFF.11334.4	CGI_10019612	.	Pre	Post	1.47	DOWN	17.96	0.726658	
CUFF.16235.4	CGI_10003149	.	Pre	Post	1.77	UP	17.96	0.726658	
EKC22138	CGI_10002731	.	Pre	Post	2.74	UP	17.96	0.680242	
TCONS_00017919	XLOC_009179	-	Pre	Post	2.22	DOWN	17.96	0.804216	
CUFF.1317.1	CGI_10028781	.	Pre	Post	1.36	DOWN	17.95	0.739831	
CUFF.13891.1	CGI_10000763	.	Pre	Post	3.02	UP	17.95	0.714254	
CUFF.25213.6	CGI_10021027	.	Pre	Post	31.61	UP	17.95	0.726658	
CUFF.6927.1	CGI_10009539	.	Pre	Post	1.04	DOWN	17.95	0.974652	
TCONS_00000145	XLOC_000144	-	Pre	Post	1.27	DOWN	17.94	0.843546	
TCONS_00016539	XLOC_008509	-	Pre	Post	25.94	UP	17.94	0.715192	
TCONS_00054427	XLOC_026258	CGI_10011517	Pre	Post	1.21	UP	17.94	0.963547	
TCONS_00062670	XLOC_029969	-	Pre	Post	2.11	DOWN	17.94	0.657823	
TCONS_00068067	XLOC_032487	-	Pre	Post	2.49	UP	17.94	0.570519	
CUFF.21029.1	CGI_10011968	.	Pre	Post	1.61	UP	17.93	0.733167	
CUFF.22097.2	CGI_10027004	.	Pre	Post	1.82	DOWN	17.93	0.726658	
CUFF.12186.12	CGI_10026970	.	Pre	Post	1.08	UP	17.92	0.945214	
TCONS_00049335	XLOC_024006	-	Pre	Post	1.88	UP	17.92	0.7544	
CUFF.11532.1	CGI_10020912	.	Pre	Post	1.13	UP	17.91	0.899265	
CUFF.21732.6	CGI_10022771	.	Pre	Post	4.19	DOWN	17.91	0.457253	
CUFF.28502.1	CGI_10005684	.	Pre	Post	1.23	UP	17.91	0.931517	
CUFF.9330.1	CGI_10014890	.	Pre	Post	2.43	UP	17.91	0.719755	
EKC42470	CGI_10023128	.	Pre	Post	4.25	DOWN	17.91	0.628157	
TCONS_00025970	XLOC_012991	-	Pre	Post	2.17	UP	17.91	0.607733	
TCONS_00032883	XLOC_015986	-	Pre	Post	2.50	DOWN	17.91	0.724393	
TCONS_00053868	XLOC_026004	-	Pre	Post	2.43	UP	17.91	0.716644	
CUFF.24333.3	CGI_10022331	.	Pre	Post	2.78	UP	17.90	0.714254	
CUFF.8334.5	CGI_10018619	.	Pre	Post	1.59	DOWN	17.90	0.726658	
TCONS_00023479	XLOC_011818	-	Pre	Post	4.52	UP	17.90	0.315781	
TCONS_00039004	XLOC_019147	CGI_10022702	Pre	Post	1.14	UP	17.90	0.916929	
CUFF.16484.2	CGI_10022107	.	Pre	Post	1.27	DOWN	17.89	0.844241	
CUFF.3156.3	CGI_10026187	.	Pre	Post	2.63	DOWN	17.89	0.724358	
CUFF.4750.1	CGI_10021514	.	Pre	Post	2.66	UP	17.89	0.717744	
CUFF.9443.4	CGI_10003744	.	Pre	Post	2.21	DOWN	17.89	0.733349	
TCONS_00071305	XLOC_034007	-	Pre	Post	1.29	DOWN	17.89	0.910711	
CUFF.11174.2	CGI_10004967	.	Pre	Post	61.09	DOWN	17.88	0.726658	
CUFF.8770.1	CGI_10013576	.	Pre	Post	1.34	DOWN	17.88	0.81183	
EKC37701	CGI_10020454	.	Pre	Post	3.91	DOWN	17.88	0.730246	
TCONS_00029382	XLOC_014472	CGI_10012129	Pre	Post	1.11	DOWN	17.88	0.935394	
CUFF.16715.1	CGI_10003613	.	Pre	Post	122.05	UP	17.87	0.726658	
CUFF.22540.1	CGI_10024835	.	Pre	Post	1.48	DOWN	17.87	0.726658	
CUFF.23964.2	CGI_10023167	.	Pre	Post	1.12	UP	17.87	0.929555	
CUFF.27261.5	CGI_10006870	.	Pre	Post	1.05	DOWN	17.87	0.951398	
EKC41324	CGI_10019192	.	Pre	Post	2.47	UP	17.87	0.737726	
TCONS_00049252	XLOC_023975	CGI_10006721	Pre	Post	3.08	DOWN	17.87	0.649753	
CUFF.21773.1	CGI_10017440	.	Pre	Post	2.83	DOWN	17.86	0.146061	
CUFF.27490.2	CGI_10028170	.	Pre	Post	1.07	DOWN	17.86	0.949109	
TCONS_00044679	XLOC_021905	-	Pre	Post	1.00	UP	17.86	0.993959	
TCONS_00074478	XLOC_035447	-	Pre	Post	4.75	DOWN	17.86	0.695794	
CUFF.20303.1	CGI_10009743	.	Pre	Post	1.51	DOWN	17.85	0.726658	
TCONS_00009209	XLOC_004929	-	Pre	Post	1.88	UP	17.85	0.739382	
CUFF.21342.4	CGI_10014107	.	Pre	Post	1.69	DOWN	17.84	0.747438	
CUFF.6104.1	CGI_10026783	.	Pre	Post	1.79	DOWN	17.84	0.717614	
CUFF.16093.5	CGI_10020454	.	Pre	Post	3.41	UP	17.83	0.532371	
CUFF.5936.8	CGI_10020162	.	Pre	Post	2.42	UP	17.83	0.731494	
EKC23161	CGI_10017321	.	Pre	Post	1.43	UP	17.83	0.759228	
CUFF.10590.4	CGI_10015180	.	Pre	Post	1.38	UP	17.82	0.88259	
CUFF.12466.12	CGI_10025372	.	Pre	Post	4.71	DOWN	17.82	0.734989	
CUFF.13637.9	CGI_10016569	.	Pre	Post	1.09	UP	17.82	0.969218	
CUFF.21455.1	CGI_10014650	.	Pre	Post	1.99	DOWN	17.82	0.740771	
CUFF.8084.3	CGI_10010240	.	Pre	Post	5.32	DOWN	17.82	0.726658	
CUFF.8864.6	CGI_10016050	.	Pre	Post	1.26	UP	17.82	0.870623	
CUFF.8864.7	CGI_10016050	.	Pre	Post	1.26	UP	17.82	0.870623	
TCONS_00070496	XLOC_033599	-	Pre	Post	1.18	DOWN	17.81	0.939653	
TCONS_00072860	XLOC_034683	CGI_10022180	Pre	Post	2.54	UP	17.81	0.907682	
CUFF.11928.3	CGI_10023600	.	Pre	Post	1.12	DOWN	17.80	0.94932	
CUFF.20362.1	CGI_10027095	.	Pre	Post	1.72	DOWN	17.79	0.612146	
EKC21399	CGI_10003958	.	Pre	Post	1.12	UP	17.79	0.894679	
EKC27866	CGI_10022650	.	Pre	Post	1.46	UP	17.79	0.762282	
CUFF.26271.2	CGI_10014064	.	Pre	Post	1.07	DOWN	17.78	0.955975	
CUFF.9045.4	CGI_10023066	.	Pre	Post	1.51	UP	17.78	0.8266	
EKC34933	CGI_10016217	.	Pre	Post	4.34	DOWN	17.78	0.678731	
TCONS_00000782	XLOC_000691	-	Pre	Post	3.69	DOWN	17.78	0.672471	
TCONS_00061104	XLOC_029285	-	Pre	Post	1.36	UP	17.78	0.781107	
CUFF.26436.3	CGI_10027969	.	Pre	Post	2.36	DOWN	17.77	0.775139	
CUFF.28173.2	CGI_10008988	.	Pre	Post	4.65	UP	17.77	0.388233	
CUFF.8990.1	CGI_10019391	.	Pre	Post	2.82	UP	17.77	0.470059	
CUFF.10037.3	CGI_10024381	.	Pre	Post	4.24	DOWN	17.76	0.726658	
TCONS_00009891	XLOC_005239	-	Pre	Post	1.40	UP	17.76	0.959652	
TCONS_00071846	XLOC_034251	-	Pre	Post	1.86	UP	17.76	0.788047	
TCONS_00075833	XLOC_036100	-	Pre	Post	2.81	UP	17.76	0.173021	
CUFF.3303.3	CGI_10016955	.	Pre	Post	2.15	DOWN	17.75	0.779966	
CUFF.3332.1	CGI_10006906	.	Pre	Post	1.01	DOWN	17.75	0.993239	
TCONS_00025793	XLOC_012924	CGI_10007875	Pre	Post	1.40	DOWN	17.75	0.875424	
CUFF.17301.4	CGI_10023874	.	Pre	Post	2.06	UP	17.74	0.753282	
CUFF.27736.2	CGI_10025210	.	Pre	Post	1.33	UP	17.74	0.842259	
CUFF.8616.2	CGI_10004123	.	Pre	Post	7.20	DOWN	17.73	0.482295	
EKC28422	CGI_10001203	.	Pre	Post	4.04	DOWN	17.73	0.00719642	
CUFF.22030.2	CGI_10003823	.	Pre	Post	4.41	UP	17.72	0.759228	
CUFF.25918.3	CGI_10012186	.	Pre	Post	1.64	DOWN	17.72	0.725812	
CUFF.6622.1	CGI_10013261	.	Pre	Post	2.80	UP	17.72	0.714254	
EKC19048	CGI_10009921	.	Pre	Post	1.22	UP	17.72	0.81271	
TCONS_00033464	XLOC_016286	-	Pre	Post	2.61	UP	17.72	0.726658	
EKC23598	CGI_10007180	.	Pre	Post	2.00	UP	17.71	0.726658	
CUFF.20648.4	CGI_10010721	.	Pre	Post	1.37	UP	17.70	0.779966	
CUFF.3734.2	CGI_10017522	.	Pre	Post	2.06	UP	17.70	0.639563	
CUFF.6837.1	CGI_10028648	.	Pre	Post	1.01	DOWN	17.70	0.991074	
EKC17443	CGI_10000822	.	Pre	Post	1.53	DOWN	17.70	0.76702	
CUFF.27882.4	CGI_10022834	.	Pre	Post	2.59	DOWN	17.69	0.714254	
EKC22801	CGI_10001450	.	Pre	Post	1.02	DOWN	17.69	0.993501	
EKC25171	CGI_10010514	.	Pre	Post	8.76	DOWN	17.69	0.717744	
EKC31096	CGI_10028721	.	Pre	Post	4.81	UP	17.69	0.714254	
EKC31186	CGI_10020762	.	Pre	Post	5.17	DOWN	17.69	0.116502	
TCONS_00000694	XLOC_000613	CGI_10000245	Pre	Post	2.17	DOWN	17.69	0.726658	
TCONS_00027546	XLOC_013690	CGI_10011988	Pre	Post	1.89	UP	17.69	0.881271	
TCONS_00051288	XLOC_024853	-	Pre	Post	1.04	UP	17.69	0.969808	
TCONS_00052987	XLOC_025602	-	Pre	Post	4.19	UP	17.69	0.726658	
TCONS_00063667	XLOC_030444	FKBP2-L	Pre	Post	2.80	DOWN	17.69	0.726658	
CUFF.23817.3	CGI_10020563	.	Pre	Post	3.02	DOWN	17.68	0.207589	
EKC37039	CGI_10014354	.	Pre	Post	3.16	UP	17.68	0.726658	
EKC42015	CGI_10028199	.	Pre	Post	1.14	DOWN	17.68	0.95092	
TCONS_00014694	XLOC_007562	-	Pre	Post	1.03	UP	17.68	0.980523	
CUFF.12292.3	CGI_10028835	.	Pre	Post	6.82	DOWN	17.67	0.743667	
CUFF.19808.2	CGI_10008558	.	Pre	Post	2.51	UP	17.67	0.714254	
EKC17711	CGI_10000313	.	Pre	Post	1.06	UP	17.67	0.983082	
CUFF.10469.4	CGI_10011146	.	Pre	Post	2.42	UP	17.66	0.780213	
CUFF.11770.3	CGI_10015225	.	Pre	Post	6.78	DOWN	17.66	0.726658	
CUFF.17984.1	CGI_10005297	.	Pre	Post	3.64	DOWN	17.66	0.362419	
CUFF.19318.5	CGI_10007347	.	Pre	Post	6.33	DOWN	17.66	0.714254	
CUFF.4250.15	CGI_10004702	.	Pre	Post	1.99	UP	17.66	0.740987	
CUFF.9395.4	CGI_10008490	.	Pre	Post	1.24	UP	17.66	0.864992	
EKC17946	CGI_10000014	.	Pre	Post	15.27	UP	17.66	0.726658	
CUFF.12511.4	CGI_10015817	.	Pre	Post	2.46	DOWN	17.65	0.664419	
CUFF.3360.2	CGI_10026035	.	Pre	Post	1.11	UP	17.65	0.93691	
EKC31602	CGI_10009846	.	Pre	Post	1.55	UP	17.65	0.836815	
EKC33010	CGI_10013637	.	Pre	Post	1.44	DOWN	17.65	0.797945	
EKC37248	CGI_10018561	.	Pre	Post	3.64	UP	17.65	0.715491	
TCONS_00012617	XLOC_006512	CGI_10021607	Pre	Post	1.64	DOWN	17.65	0.909292	
TCONS_00045387	XLOC_022241	CGI_10004539	Pre	Post	1.22	UP	17.65	0.84045	
CUFF.10600.1	CGI_10015194	.	Pre	Post	2.76	DOWN	17.64	0.0260753	
CUFF.11504.2	CGI_10019653	.	Pre	Post	1.92	DOWN	17.64	0.746622	
CUFF.17151.3	CGI_10004079	.	Pre	Post	3.34	DOWN	17.64	0.12666	
CUFF.19608.3	CGI_10008014	.	Pre	Post	1.05	DOWN	17.64	0.972799	
CUFF.26864.1	CGI_10010891	.	Pre	Post	1.26	DOWN	17.64	0.898297	
CUFF.27474.2	CGI_10028148	.	Pre	Post	1.00	UP	17.64	0.997872	
CUFF.3163.6	CGI_10026193	.	Pre	Post	8.16	DOWN	17.64	0.726658	
TCONS_00022702	XLOC_011457	-	Pre	Post	2.31	DOWN	17.64	0.714254	
TCONS_00035815	XLOC_017463	CGI_10007548	Pre	Post	2.32	UP	17.64	0.726658	
CUFF.18008.3	CGI_10014742	.	Pre	Post	1.15	UP	17.63	0.905102	
CUFF.23097.1	CGI_10020314	.	Pre	Post	2.12	DOWN	17.63	0.827165	
CUFF.3874.1	CGI_10025680	.	Pre	Post	1.56	UP	17.63	0.906645	
CUFF.5205.4	CGI_10019481	.	Pre	Post	2.87	DOWN	17.63	0.57894	
TCONS_00023628	XLOC_011880	-	Pre	Post	2.91	DOWN	17.63	0.726658	
CUFF.24194.1	CGI_10022526	.	Pre	Post	1.77	DOWN	17.62	0.7665	
CUFF.5030.1	CGI_10023761	.	Pre	Post	3.97	UP	17.62	0.313121	
EKC38026	CGI_10018707	.	Pre	Post	1.69	UP	17.62	0.724227	
TCONS_00041942	XLOC_020664	-	Pre	Post	1.41	UP	17.62	0.755042	
CUFF.11224.1	CGI_10008213	.	Pre	Post	1.15	UP	17.61	0.871445	
CUFF.20804.1	CGI_10011396	.	Pre	Post	1.47	DOWN	17.61	0.737167	
CUFF.28194.1	CGI_10013925	.	Pre	Post	2.89	DOWN	17.61	0.197977	
TCONS_00001044	XLOC_000904	-	Pre	Post	18.95	UP	17.61	0.721924	
TCONS_00050883	XLOC_024695	-	Pre	Post	1.48	UP	17.61	0.746958	
CUFF.13923.1	CGI_10000796	.	Pre	Post	1.21	UP	17.60	0.890882	
CUFF.14267.1	CGI_10012578	.	Pre	Post	2.36	UP	17.60	0.724393	
CUFF.23851.4	CGI_10018768	.	Pre	Post	3.16	UP	17.60	0.721924	
EKC38572	CGI_10025924	.	Pre	Post	2.70	DOWN	17.60	0.721924	
TCONS_00008595	XLOC_004656	-	Pre	Post	2.78	DOWN	17.60	0.714254	
CUFF.14396.6	CGI_10015930	.	Pre	Post	1.28	DOWN	17.59	0.78885	
CUFF.22172.1	CGI_10010586	.	Pre	Post	5.47	UP	17.59	0.714281	
