ContigID	GOSlim_bin
contig74557	cell organization and biogenesis
contig171204	other biological processes
contig51362_56379	RNA metabolism
contig82455	cell adhesion
contig99022	cell organization and biogenesis
contig177799	protein metabolism
contig152048_210873_207983	signal transduction
contig76088	other metabolic processes
contig177631	RNA metabolism
contig171654	developmental processes
contig81470	cell organization and biogenesis
contig10035	stress response
contig204768	other metabolic processes
contig108009	other metabolic processes
contig82297	cell organization and biogenesis
contig96686	protein metabolism
contig174815_193969	stress response
contig117408	other metabolic processes
contig112682_19944	RNA metabolism
contig115772_216320	developmental processes
contig179325	signal transduction
contig3582	DNA metabolism
contig65168	other biological processes
contig185804	other biological processes
contig107191	cell cycle and proliferation
contig143540	stress response
contig158964_113370_177895_194790	signal transduction
contig138627	RNA metabolism
contig107635_109780_99008_147692	other metabolic processes
contig68162	other biological processes
contig153936_205344	other metabolic processes
contig78321	RNA metabolism
contig83256	transport
contig110117	death
contig173126	transport
contig169269	stress response
contig159140_68527	protein metabolism
contig148776	transport
contig176218	other biological processes
contig173816_104177	other biological processes
contig5899	signal transduction
contig146238	other metabolic processes
contig211648	death
contig174598	other biological processes
contig139355_118107_105991	cell organization and biogenesis
contig104838_185995_209581	other metabolic processes
contig169207	RNA metabolism
contig113184	other biological processes
contig105912	stress response
contig9228	other metabolic processes
contig178725	RNA metabolism
contig167866	other biological processes
contig104718	other metabolic processes
contig96799	cell organization and biogenesis
contig178144	transport
contig148084	cell cycle and proliferation
contig197057	other biological processes
contig109737	protein metabolism
contig159043	developmental processes
contig118523	other biological processes
contig78128	protein metabolism
contig112898_106823_158681_115338_105717_8141_145866_9036_79485	signal transduction
contig72844	cell organization and biogenesis
contig147938	signal transduction
contig72909	other biological processes
contig171638	protein metabolism
contig1192	other biological processes
contig114898	signal transduction
contig71958	other biological processes
contig82443	DNA metabolism
contig193452	cell cycle and proliferation
contig181725	other biological processes
contig18014	cell organization and biogenesis
contig93864_151721	other biological processes
contig204110	stress response
contig180120	other metabolic processes
contig112946	cell cycle and proliferation
contig149367_179565_199368	protein metabolism
contig182857_171433	protein metabolism
contig111764_69995	protein metabolism
contig215514	protein metabolism
contig145984	developmental processes
contig60830_105005	other biological processes
contig176772_79019	developmental processes
contig169349	transport
contig151784	developmental processes
contig7417	signal transduction
contig204916	cell organization and biogenesis
contig15936	other biological processes
contig181795	developmental processes
contig113100	other biological processes
contig81052	protein metabolism
contig168697	other metabolic processes
contig10673	other metabolic processes
contig175936	other biological processes
contig1796	transport
contig48412	developmental processes
contig153759_203397	transport
contig148048	transport
contig151088	transport
contig181512	other biological processes
contig193606	RNA metabolism
contig149737_115955_138092	protein metabolism
contig181859	cell organization and biogenesis
contig181295_210780	signal transduction
contig152310	other biological processes
contig176724	other metabolic processes
contig210345_138890_153234	transport
contig106909	cell adhesion
contig116932	cell cycle and proliferation
contig82013_120241	other biological processes
contig110068	transport
contig150174	cell organization and biogenesis
