ContigID	term	GOSlim_bin	aspect	ProteinName
Haliotis_kam_contig8361	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6)
Haliotis_kam_contig8389	translation	protein metabolism	P	60S ribosomal protein L44 (L41)
Haliotis_kam_contig84	translation	protein metabolism	P	60S ribosomal protein L12
Haliotis_kam_contig8438	translation	protein metabolism	P	40S ribosomal protein S4
Haliotis_kam_contig8451	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit H (eIF3h)
Haliotis_kam_contig8466	translation	protein metabolism	P	60S ribosomal protein L26
Haliotis_kam_contig8498	translation	protein metabolism	P	40S ribosomal protein S14
Haliotis_kam_contig85	translation	protein metabolism	P	40S ribosomal protein S26
Haliotis_kam_contig8502	translation	protein metabolism	P	40S ribosomal protein S18
Haliotis_kam_contig854	translation	protein metabolism	P	60S ribosomal protein L15
Haliotis_kam_contig880	translation	protein metabolism	P	"39S ribosomal protein L41, mitochondrial (L41mt) (MRP-L41)"
Haliotis_kam_contig892	translation	protein metabolism	P	40S ribosomal protein S26
Haliotis_kam_contig906	translation	protein metabolism	P	40S ribosomal protein S14
Haliotis_kam_contig926	translation	protein metabolism	P	60S ribosomal protein L24
Haliotis_kam_contig939	translation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit M (eIF3m)
Haliotis_kam_contig961	translation	protein metabolism	P	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)
Haliotis_kam_contig971	translation	protein metabolism	P	60S ribosomal protein L30
Haliotis_kam_contig975	translation	protein metabolism	P	"Probable 39S ribosomal protein L24, mitochondrial (L24mt) (MRP-L24)"
Haliotis_kam_contig102	translational initiation	protein metabolism	P	60S ribosomal protein L21
Haliotis_kam_contig1210	translational initiation	protein metabolism	P	Protein translation factor SUI1 homolog
Haliotis_kam_contig216	translational initiation	protein metabolism	P	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)
Haliotis_kam_contig2201	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (eIF-3 p48)
Haliotis_kam_contig2287	translational initiation	protein metabolism	P	Density-regulated protein (DRP)
Haliotis_kam_contig2297	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit L (eIF3l) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein)
Haliotis_kam_contig281	translational initiation	protein metabolism	P	60S ribosomal protein L18a
Haliotis_kam_contig2900	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)
Haliotis_kam_contig2931	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2)
Haliotis_kam_contig3043	translational initiation	protein metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig3124	translational initiation	protein metabolism	P	ATP-dependent RNA helicase DHX29 (EC 3.6.4.13) (DEAH box protein 29)
Haliotis_kam_contig3865	translational initiation	protein metabolism	P	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)
Haliotis_kam_contig3885	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4)
Haliotis_kam_contig4070	translational initiation	protein metabolism	P	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)
Haliotis_kam_contig4235	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit I (eIF3i)
Haliotis_kam_contig464	translational initiation	protein metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig4742	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)
Haliotis_kam_contig4777	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25)
Haliotis_kam_contig5532	translational initiation	protein metabolism	P	Translation initiation factor eIF-2B subunit beta (S20I15) (eIF-2B GDP-GTP exchange factor subunit beta)
Haliotis_kam_contig5604	translational initiation	protein metabolism	P	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)
Haliotis_kam_contig5728	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)
Haliotis_kam_contig58	translational initiation	protein metabolism	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig6399	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 2 subunit 3 (Eukaryotic translation initiation factor 2 subunit gamma) (eIF-2-gamma)
Haliotis_kam_contig6758	translational initiation	protein metabolism	P	"Eukaryotic translation initiation factor 1A, Y-chromosomal (eIF-1A Y isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)"
Haliotis_kam_contig6863	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 5 (eIF-5)
Haliotis_kam_contig7710	translational initiation	protein metabolism	P	Eukaryotic initiation factor 4A-6 (eIF-4A-6) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-6) (Fragment)
Haliotis_kam_contig8039	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)
Haliotis_kam_contig8361	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6)
Haliotis_kam_contig84	translational initiation	protein metabolism	P	60S ribosomal protein L12
Haliotis_kam_contig8451	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit H (eIF3h)
Haliotis_kam_contig8502	translational initiation	protein metabolism	P	40S ribosomal protein S18
Haliotis_kam_contig939	translational initiation	protein metabolism	P	Eukaryotic translation initiation factor 3 subunit M (eIF3m)
Haliotis_kam_contig102	translational elongation	protein metabolism	P	60S ribosomal protein L21
Haliotis_kam_contig1284	translational elongation	protein metabolism	P	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (eIF-4D)
Haliotis_kam_contig1306	translational elongation	protein metabolism	P	Elongation factor 1-beta (EF-1-beta) (p30)
Haliotis_kam_contig149	translational elongation	protein metabolism	P	40S ribosomal protein S21
Haliotis_kam_contig1621	translational elongation	protein metabolism	P	Eukaryotic translation initiation factor 5A (eIF-5A)
Haliotis_kam_contig218	translational elongation	protein metabolism	P	60S acidic ribosomal protein P1 (eL12'/ eL12'-P)
Haliotis_kam_contig2267	translational elongation	protein metabolism	P	60S acidic ribosomal protein P0 (CcP0)
Haliotis_kam_contig239	translational elongation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig2639	translational elongation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha) (14 nm filament-associated protein)
Haliotis_kam_contig281	translational elongation	protein metabolism	P	60S ribosomal protein L18a
Haliotis_kam_contig3043	translational elongation	protein metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig3356	translational elongation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig3732	translational elongation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig377	translational elongation	protein metabolism	P	60S acidic ribosomal protein P0 (60S ribosomal protein L10E)
Haliotis_kam_contig4090	translational elongation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig410	translational elongation	protein metabolism	P	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)
Haliotis_kam_contig464	translational elongation	protein metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig4770	translational elongation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha) (Elongation factor Tu) (EF-Tu)
Haliotis_kam_contig5232	translational elongation	protein metabolism	P	40S ribosomal protein S21
Haliotis_kam_contig53	translational elongation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha)
Haliotis_kam_contig5681	translational elongation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha)
Haliotis_kam_contig5687	translational elongation	protein metabolism	P	Elongation factor 1-delta (EF-1-delta)
Haliotis_kam_contig5702	translational elongation	protein metabolism	P	60S acidic ribosomal protein P1 (Acidic ribosomal protein RPA2) (RP21C)
Haliotis_kam_contig58	translational elongation	protein metabolism	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig5951	translational elongation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig6666	translational elongation	protein metabolism	P	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)
Haliotis_kam_contig6772	translational elongation	protein metabolism	P	60S acidic ribosomal protein P0-1
Haliotis_kam_contig6891	translational elongation	protein metabolism	P	"Elongation factor Tu, chloroplastic (EF-Tu)"
Haliotis_kam_contig70	translational elongation	protein metabolism	P	60S acidic ribosomal protein P2
Haliotis_kam_contig7390	translational elongation	protein metabolism	P	60S acidic ribosomal protein P1
Haliotis_kam_contig7566	translational elongation	protein metabolism	P	Elongation factor 1-alpha (EF-1-alpha)
Haliotis_kam_contig7630	translational elongation	protein metabolism	P	Elongation factor 2 (EF-2)
Haliotis_kam_contig810	translational elongation	protein metabolism	P	Elongation factor 1-beta (EF-1-beta)
Haliotis_kam_contig84	translational elongation	protein metabolism	P	60S ribosomal protein L12
Haliotis_kam_contig102	translational termination	protein metabolism	P	60S ribosomal protein L21
Haliotis_kam_contig102	translational termination	cell organization and biogenesis	P	60S ribosomal protein L21
Haliotis_kam_contig281	translational termination	protein metabolism	P	60S ribosomal protein L18a
Haliotis_kam_contig281	translational termination	cell organization and biogenesis	P	60S ribosomal protein L18a
Haliotis_kam_contig3043	translational termination	protein metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig3043	translational termination	cell organization and biogenesis	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig464	translational termination	protein metabolism	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig464	translational termination	cell organization and biogenesis	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig58	translational termination	protein metabolism	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig58	translational termination	cell organization and biogenesis	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig84	translational termination	protein metabolism	P	60S ribosomal protein L12
Haliotis_kam_contig84	translational termination	cell organization and biogenesis	P	60S ribosomal protein L12
Haliotis_kam_contig1210	regulation of translation	protein metabolism	P	Protein translation factor SUI1 homolog
Haliotis_kam_contig2953	regulation of translation	protein metabolism	P	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic translation initiation factor 4A isoform 3)
Haliotis_kam_contig4070	regulation of translation	protein metabolism	P	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)
Haliotis_kam_contig408	regulation of translation	protein metabolism	P	Guanine nucleotide-binding protein subunit beta-2-like 1 (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)
Haliotis_kam_contig5728	regulation of translation	protein metabolism	P	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)
Haliotis_kam_contig6745	regulation of translation	protein metabolism	P	Neuroguidin-B (EIF4E-binding protein B) (Fragment)
Haliotis_kam_contig8039	regulation of translation	protein metabolism	P	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)
Haliotis_kam_contig2661	tRNA aminoacylation for protein translation	protein metabolism	P	Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18)
Haliotis_kam_contig2661	tRNA aminoacylation for protein translation	RNA metabolism	P	Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18)
Haliotis_kam_contig6322	tRNA aminoacylation for protein translation	protein metabolism	P	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"
Haliotis_kam_contig6322	tRNA aminoacylation for protein translation	RNA metabolism	P	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"
Haliotis_kam_contig7868	tRNA aminoacylation for protein translation	protein metabolism	P	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"
Haliotis_kam_contig7868	tRNA aminoacylation for protein translation	RNA metabolism	P	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"
Haliotis_kam_contig961	tRNA aminoacylation for protein translation	protein metabolism	P	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)
Haliotis_kam_contig961	tRNA aminoacylation for protein translation	RNA metabolism	P	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)
Haliotis_kam_contig961	phenylalanyl-tRNA aminoacylation	protein metabolism	P	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)
Haliotis_kam_contig961	phenylalanyl-tRNA aminoacylation	RNA metabolism	P	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)
Haliotis_kam_contig6322	tyrosyl-tRNA aminoacylation	protein metabolism	P	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)"
